BrEPI_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL10/IP-10,BrEPI_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,BrEPI_IL-1b/TNF-a/IFN-g_24:HLA-DR,BrEPI_IL-1b/TNF-a/IFN-g_24:IL-1alpha,BrEPI_IL-1b/TNF-a/IFN-g_24:MMP-1,BrEPI_IL-1b/TNF-a/IFN-g_24:PAI-I,BrEPI_IL-1b/TNF-a/IFN-g_24:SRB,BrEPI_IL-1b/TNF-a/IFN-g_24:tPA,BrEPI_IL-1b/TNF-a/IFN-g_24:uPA,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CD106/VCAM-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Collagen III,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL10/IP-10,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL8/IL-8,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:CXCL9/MIG,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:EGFR,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:M-CSF,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:MMP-1,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:PAI-I,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:Proliferation_72hr,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:SRB,HDFn_IL-1b/TNF-a/IFN-g/EGF/FGF/PDGFbb_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CCL2/MCP-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CD54/ICAM-1,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:CXCL10/IP-10,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:IL-1alpha,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:MMP-9,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:SRB,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:TIMP-2,HEK/HDFn_IL-1b/TNF-a/IFN-g/TGF-b_24:uPA,HUVEC/PBMC_LPS_24:CCL2/MCP-1,HUVEC/PBMC_LPS_24:CD106/VCAM-1,HUVEC/PBMC_LPS_24:CD142/Tissue Factor,HUVEC/PBMC_LPS_24:CD40,HUVEC/PBMC_LPS_24:CD62E/E-Selectin,HUVEC/PBMC_LPS_24:CXCL8/IL-8,HUVEC/PBMC_LPS_24:IL-1alpha,HUVEC/PBMC_LPS_24:M-CSF,HUVEC/PBMC_LPS_24:sPGE2,HUVEC/PBMC_LPS_24:SRB,HUVEC/PBMC_LPS_24:sTNF-alpha,HUVEC/PBMC_SEB/TSST_24:CCL2/MCP-1,HUVEC/PBMC_SEB/TSST_24:CD38,HUVEC/PBMC_SEB/TSST_24:CD40,HUVEC/PBMC_SEB/TSST_24:CD62E/E-Selectin,HUVEC/PBMC_SEB/TSST_24:CD69,HUVEC/PBMC_SEB/TSST_24:CXCL8/IL-8,HUVEC/PBMC_SEB/TSST_24:CXCL9/MIG,HUVEC/PBMC_SEB/TSST_24:PBMC Cytotoxicity,HUVEC/PBMC_SEB/TSST_24:Proliferation,HUVEC/PBMC_SEB/TSST_24:SRB,HUVEC_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,HUVEC_IL-1b/TNF-a/IFN-g_24:CD54/ICAM-1,HUVEC_IL-1b/TNF-a/IFN-g_24:CD62E/E-Selectin,HUVEC_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,HUVEC_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,HUVEC_IL-1b/TNF-a/IFN-g_24:HLA-DR,HUVEC_IL-1b/TNF-a/IFN-g_24:Proliferation,HUVEC_IL-1b/TNF-a/IFN-g_24:SRB,HUVEC_IL-4/Histamine_24:CCL2/MCP-1,HUVEC_IL-4/Histamine_24:CCL26/Eotaxin-3,HUVEC_IL-4/Histamine_24:CD106/VCAM-1,HUVEC_IL-4/Histamine_24:CD62P/P-selectin,HUVEC_IL-4/Histamine_24:CD87/uPAR,HUVEC_IL-4/Histamine_24:SRB,HUVEC_IL-4/Histamine_24:VEGFR2,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CCL2/MCP-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD106/VCAM-1,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD141/Thrombomodulin,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD142/Tissue Factor,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CD87/uPAR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL8/IL-8,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:CXCL9/MIG,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:HLA-DR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:IL-6,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:LDLR,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:M-CSF,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Proliferation,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:Serum Amyloid A,CASMC_HCL_IL-1b/TNF-a/IFN-g_24:SRB,mech
-0.1280340078,0.0398854462,0.0224221,0.0042645866,-0.04150778,-0.1630418085,-0.1221365732,0.00389293,-0.0797144649,-0.04783479,0.0542375551,-0.0121568626,0.0624569884,-0.01592008,-0.0008983162,-0.03731007,0.0575570582,-0.0943243336,-0.019369377,0.03158689,0.0326000112,-0.0222376,-0.066365597,0.01231878,0.02615948,-0.07055937,-0.03441547,0.02366375,0.0260653295,-0.0256642772,-0.0046623088,0.0502972071,-0.1231588,-0.0167604302,0.0403487618,-0.0252488923,-0.0737572708,0.1046914,-0.283281788,-0.0320828992,-0.2537427799,-0.0449496686,-0.02430934,-0.06600445,-0.1205383,-0.087832321,-0.104857063,-0.0174913001,0.00160621,-0.0515709,-0.0396502,-0.0305410956,0.0455095377,0.0438764663,-0.138103363,-0.005249901,-0.0022296972,-0.081863292,-0.0336357111,-0.04163706,-0.035924589,-0.08214979,-0.04620156,-0.0424316513,-0.04901775,0.064556019,0.02777175,-0.165554536,-0.049232707,0.03787278,-0.0720275539,0.1293696558,-0.0473312616,0.0492401306,-0.02220048,-0.0451988493,0.0697205046,-0.0075436313,-0.08051393,0.03972624,0.0458357023,0.0216910485,0.0117825298,-0.004115529,MEK inhibitor
-0.1476085184,0.0286684184,0.01541374,0.0168222441,-0.03828516,-0.1600666716,-0.1641898484,-0.0006223955,-0.0899709963,-0.0908236,0.0344725554,-0.0265872935,0.043740797,-0.02304006,-0.005945992,-0.0005422286,0.0340609198,-0.0820942532,-0.0749548509,0.0228065471,0.0367998228,0.01762933,-0.053914892,0.01094531,-0.0640722,-0.03767096,-0.04856493,0.005298526,0.0306570191,-0.0445348727,-0.014826662,0.0685258001,-0.0431912,-0.0432685468,0.0579972251,-0.02253373,-0.061444901,0.1194093,-0.320490156,-0.0612871133,-0.3111316988,-0.0206004698,-0.03243637,-0.09017178,-0.05421888,-0.077857682,-0.0530261832,-0.0013766629,-0.03047346,-0.1659393,-0.05367297,-0.0374159246,0.0844229276,0.0479586957,-0.1156494411,0.01568694,0.0428080662,-0.1637353029,-0.0121739978,-0.07133681,-0.0710268525,-0.1641147,-0.0758894,-0.0250055319,-0.1064507,0.0676323118,-0.0158115,-0.2079820143,-0.0685558111,0.06994312,-0.078535702,0.1256349743,-0.0349222412,0.062967192,-0.05123353,-0.037971044,0.0750679994,-0.0006988218,-0.05469477,0.04020442,0.0879055591,-0.0086148031,0.0376736113,-0.013581,MEK inhibitor
-0.1784873276,0.0407347806,0.02113749,0.0465662285,-0.1405039,-0.1992251681,-0.1591576501,0.005023493,-0.1000993516,-0.1613063,0.2507707202,0.0539000416,0.1281560906,-0.22269,-0.005350322,-0.1254708,0.1396182417,-0.2303182851,-0.2485508338,-0.2453682639,-0.026662898,-0.01115636,0.113823334,0.003370267,0.039892,-0.1531829,-0.06400043,0.004861307,-0.006429292,-0.0267462951,-0.0556806694,0.0399524192,-0.1163381,-0.0100491725,-0.002119494,-0.0580273343,-0.176247998,0.1091932,-0.231494211,-0.0356302403,-0.5176873697,-0.1902659375,-0.1521223,-0.1152921,-0.3064483,-0.251817235,-0.259801453,-0.0685674845,-0.06047317,-0.2562608,-0.0522034,-0.0578615541,0.0241564062,0.0883402069,-0.1611375056,0.01439059,0.0181367562,-0.0999855314,-0.0839385621,-0.00128402,-0.0719473085,-0.1918924,-0.05023211,-0.0700035533,-0.02047199,-0.0026672221,-0.07272113,-0.3319792153,-0.0806680596,0.03690111,-0.0340365419,0.1075058091,-0.0189421793,0.1157514457,-0.0190696,-0.0515054883,0.0144018769,-0.033648601,-0.08085321,0.02566872,0.0856261202,0.0509845595,0.0879505025,0.005595777,MEK inhibitor
-0.1961777144,0.0244684757,0.01003716,0.0099960026,-0.1703464,-0.2139694447,-0.1663537872,0.003094578,-0.1306004048,-0.2039661,0.2506464692,-0.0402553852,0.1183232408,-0.2938301,-0.0276972,-0.1701583,0.1060288076,-0.2801522185,-0.3151604189,-0.279619802,-0.0696634399,-0.02057738,0.122374543,0.02346352,0.00317634,-0.2156214,-0.1002682,0.001036051,-0.0522856861,-0.0427205114,-0.0710667337,0.0210654571,-0.1503671,0.0021219626,-0.0541599034,-0.1086115518,-0.1874471609,0.09051613,-0.317073065,-0.066304576,-0.5233177006,-0.3148985259,-0.2769987,-0.2082534,-0.4917534,-0.330033329,-0.3515781458,-0.1708569908,-0.1151135,-0.516891,-0.09733092,-0.0767683615,0.0129613934,0.0824009489,-0.2077047432,0.009998089,-0.0162351471,-0.1895826219,-0.146049564,-0.009919455,-0.1732652116,-0.3605112,-0.1064451,-0.1406320768,-0.06204112,-0.0262912976,-0.2163107,-0.4214873874,-0.1230550709,0.1169045,-0.0284301395,0.1599685547,-0.0132499443,0.073540925,-0.06689696,-0.1180595365,0.0188520878,-0.0551829578,-0.1323524,0.01901899,0.1760683474,-0.0518108024,0.1426446292,-0.00853408,MEK inhibitor
-0.1250163143,0.0287690246,0.01080448,0.0423218052,-0.09075239,-0.2023173794,-0.1514177493,0.008566895,-0.1110883874,-0.1249503,0.2034563969,0.0741915437,0.1237844246,-0.1040747,-0.007932433,-0.09921255,0.1377458837,-0.1719371939,-0.0899311834,-0.1205529493,0.0331627354,0.01622693,0.079873979,0.008758621,0.03691062,-0.04711455,-0.05336228,0.006253144,0.0056909734,-0.022407142,-0.0333460382,0.0374478874,-0.09365995,0.0085516462,-0.0033467462,-0.0313360294,-0.1383838181,0.09265139,-0.120636785,-0.0234328672,-0.455794639,-0.093082601,-0.07335758,-0.08324484,-0.180924,-0.161697412,-0.1657019018,-0.0198496705,-0.02357818,-0.1236655,-0.02421003,-0.0313403063,0.0197876998,0.0556658263,-0.1484291786,0.01002373,0.0219700392,-0.0617090086,-0.041004375,0.0002919033,-0.039879064,-0.09720887,-0.0344844,-0.0378171504,-0.01102377,-0.0011967717,-0.04027232,-0.2130949578,-0.0432783784,0.0173474,-0.0253485762,0.0693100694,-0.0311809127,0.097779763,-0.007936213,-0.0443507462,0.0057325814,-0.0467000261,-0.08382619,0.03146027,0.0462380191,0.0536247748,0.0650795059,0.01745832,MEK inhibitor
-0.1425650929,0.0297646697,0.01601839,-0.0142240609,-0.07492571,-0.1989023104,-0.1267667427,-0.001191086,-0.1058065042,-0.1650826,0.2970934887,0.0146525989,0.1847662612,-0.0680466,0.01868368,-0.1578056,0.2199804886,-0.1623166401,-0.1040804974,-0.1641817051,0.0303085329,0.01273012,0.057150244,0.008385933,0.02277146,0.02192605,-0.1043357,-0.01405,0.008858893,-0.0174996521,-0.0281846818,0.0593337918,0.03066981,0.0669642767,0.050786034,0.0134750172,-0.1721007876,0.1507566,-0.084179872,-0.0307905703,-0.4948653037,-0.1928609947,-0.265874,-0.1854785,-0.3839129,-0.412057769,-0.4025306466,-0.0786062966,-0.03954986,-0.2528275,-0.08309333,-0.029662284,0.0740304437,0.0644593717,-0.1407349235,0.0272383,0.0644082593,-0.117570015,-0.0542692268,0.006270553,-0.0921328549,-0.2287124,-0.06319483,-0.0496575285,0.008924546,0.0020423156,0.007503348,-0.3552518191,-0.0923564059,-0.001454893,-0.0163262248,0.1365001491,-0.0376193297,0.1160766192,-0.01313654,-0.0283538693,0.0695078889,-0.0333861146,-0.03396211,0.02805615,0.0898561038,0.0023687628,0.0611814105,-0.004546063,MEK inhibitor
-0.0490273366,0.0189184958,0.02013003,0.0499119794,-0.01920695,-0.1654262939,-0.1007370241,0.006962083,-0.0542422449,-0.0678356,0.1515691468,0.0278524729,0.1027327614,-0.02888067,0.01776467,-0.04946349,0.1152357432,-0.1053945017,-0.0209853471,0.0007927295,0.0213812612,0.0009649507,-0.004069071,0.03103877,-0.008875522,0.02823766,-0.02602515,0.003122654,0.0416569443,-0.0080798476,-0.0099750373,0.0409437704,-0.04408031,0.0435823154,0.0371331149,0.0086579912,-0.1010896821,0.06965555,-0.042017886,-0.0132741873,-0.3831645997,-0.04587593,-0.09042258,-0.09398983,-0.1824453,-0.152430286,-0.1214800942,0.0209315396,0.004268066,-0.06776722,-0.02572815,-0.0184075685,0.0375903083,0.0202783154,-0.1071890083,-8.454113e-05,0.0372536918,-0.0641127391,-0.0028857401,0.01340188,-0.0697407887,-0.06766436,-0.01699295,0.0160995912,0.01312307,0.0372510256,0.003965344,-0.1926458082,-0.0371404194,0.01247628,0.0031936305,0.0589938474,-0.041413443,0.0521335831,-0.03003971,-0.0067690127,0.0110911683,-0.0212643818,0.0144002,0.03524386,0.0683205978,-0.005459483,-0.0063742413,-0.0007566381,MEK inhibitor
-0.223836272,0.0067310834,0.008267529,-0.1188808768,-0.1029475,-0.2123662216,-0.1386719412,-0.02563247,-0.1273796836,-0.2179026,0.3356523875,-0.0092783982,0.1865046216,-0.1176814,0.04397826,-0.1779567,0.220753592,-0.1701696798,-0.3088754825,-0.3882979124,-0.0193578562,0.05608098,0.063887965,0.04130519,0.02258035,0.01740325,-0.1769069,-0.02639401,0.0417124214,-0.0364710086,-0.0462119039,0.0155126191,0.09606403,0.0139838802,0.0802153157,0.0050288796,-0.1432406045,0.1485337,-0.186341322,-0.0908362468,-0.4147725804,-0.319229381,-0.419409,-0.2313729,-0.4886366,-0.486119689,-0.507701175,-0.2333873065,-0.01416056,-0.4435549,-0.1511228,-0.0836732502,0.0500867124,0.0928385323,-0.1062470246,0.03236174,0.0868512758,-0.2301605778,-0.1363724601,-0.0182438,-0.0982358251,-0.3542792,-0.1456455,-0.1451582596,0.02832984,-0.0345134803,-0.08144395,-0.4009180477,-0.1588959522,-0.001169535,-0.0504551225,0.2027886001,0.0001413638,0.0756666831,-0.03897379,-0.0414348376,0.1043786387,-0.0441895228,-0.04112711,0.1090276,0.1583210433,-0.0574160157,0.1042794104,-0.01368735,MEK inhibitor
-0.0944042496,0.0357522308,0.02529045,0.0238324652,-0.05150758,-0.1845150309,-0.1134263934,0.007575051,-0.0902735634,-0.08946921,0.2396160811,0.0224138015,0.1569819583,-0.04000138,0.02043104,-0.08249424,0.1762386544,-0.1423612949,-0.0481581772,-0.0298255303,0.0357765368,-0.008246146,0.030228859,-0.005400648,0.02142202,0.03054346,-0.04215434,-0.006045027,0.0190940349,-0.0117026465,-0.0284755042,0.0411332644,-0.02589997,0.0182472254,0.0249641496,-0.0203513046,-0.1202336649,0.1041293,-0.029603122,-0.015324459,-0.4637350481,-0.1126857563,-0.1808023,-0.1390546,-0.292609,-0.296884214,-0.252741954,-0.0181866221,-0.03335414,-0.1722044,-0.06151696,-0.0227671111,0.0558063778,0.0426457177,-0.1352980061,0.01546307,0.0460350779,-0.0863206575,-0.0235261048,-0.01724026,-0.1264578563,-0.1168787,-0.0406884,0.0192725965,0.002325149,0.031167598,0.04832744,-0.2725589734,-0.0663972445,-0.002601953,-0.0143862472,0.0808086152,-0.0414648085,0.0966665385,-0.004366528,-0.021632047,0.0433700223,-0.0326374904,-0.009978925,0.0251677,0.0603601984,0.0125597165,0.0311317707,-0.006035086,MEK inhibitor
-0.1008671427,-0.0053703558,0.01297723,-0.1274966527,-0.05807687,-0.1950557659,-0.1281736197,-0.003761815,-0.0701484923,-0.05984854,0.1111007861,-0.0138384507,0.0966093111,-0.04474944,-0.000200268,-0.08216661,0.0782570981,-0.1249760758,-0.1178959845,-0.4162559373,0.0149077701,0.05145358,0.077145013,-0.02612512,0.01022951,0.03260573,-0.04692309,0.002383371,0.0390546298,-0.0259361254,-0.039313079,-0.0230437198,0.008568711,-0.1467573872,-0.0014964296,-0.0359726379,-0.0988868475,-0.01526255,-0.336018113,-0.0463721204,-0.5928900754,-0.1480139082,-0.312022,-0.2856566,-0.2781093,-0.392747336,-0.2639191187,-0.0607550395,-0.09479279,-0.3836994,-0.07472835,-0.0479342124,-0.0326209963,0.0479980258,-0.0853434328,-0.03495583,0.0024895986,-0.3423606011,-0.0214301121,-0.1168483,-0.4452398788,-0.2899585,-0.08284952,0.0398239743,-0.1944158,0.0460946635,-0.02396834,-0.3481047104,-0.1386855898,0.1936813,-0.1089901761,0.0337720742,0.0103282218,0.0716192818,-0.1510121,-0.0414012025,0.0296834745,-0.2127834171,-0.09827212,0.02141798,-0.0354922807,-0.0484285317,-0.0279295394,-0.02129282,MEK inhibitor
0.0034377879,0.0361845216,0.01990156,0.0465400685,0.01120493,-0.0837883653,-0.1240754127,0.003986707,-0.0142689956,-0.02135059,-0.0042891326,0.0055747317,0.0232154101,0.002771076,-0.0171405,-0.009770848,0.0381469567,-0.0422890317,-0.1421295777,0.0676313009,0.0335376822,-0.01194912,0.032768053,0.004975993,0.002607586,0.05248603,-0.001806599,0.00448686,0.0430963497,-0.006246954,0.0027961062,0.0003428244,-0.001689556,-0.0859485402,0.0235563709,-0.0171784199,-0.0594812735,0.01895049,-0.076187099,-0.0131154301,-0.4666952734,-0.0520405617,-0.04073579,-0.1013793,-0.05078239,-0.174100055,-0.0808944694,0.004283545,-0.001019643,-0.07259066,-0.0216476,-0.0076652546,0.0120342705,0.0234730627,-0.0573422225,0.002342584,0.0254315955,-0.1203276993,0.0302013265,-0.03561485,-0.1471420353,-0.1197946,-0.03030252,0.047604182,-0.09784153,0.0237359264,-0.01085587,-0.2033893838,-0.0737057165,0.0553814,-0.0541425206,-0.0137263901,-0.0237141532,0.0981735562,-0.07697111,-0.0115537632,0.0111854526,-0.0728078738,-0.02984013,0.04913526,-0.0214087526,0.0335175953,-0.0512640466,-0.005546226,MEK inhibitor
-0.0172927481,0.0324777486,0.02153631,0.0030194717,-0.01535131,-0.1523917855,-0.1296662472,0.006375668,-0.0471904954,-0.03826486,0.0632312648,0.0338058028,0.0635944224,-0.01337999,-0.01605103,-0.04001847,0.0813918436,-0.0741748206,-0.1229886673,0.0405606103,0.0234252068,-0.002311157,0.05503802,-0.0002527467,0.002421176,0.02111062,-0.004785691,0.006488969,0.0469830963,-0.0124244511,-0.0158047475,-0.0011928021,-0.0009186896,-0.0814638338,0.0167431811,-0.0217266793,-0.1094758347,0.007117731,-0.201418308,-0.0262786549,-0.5843471452,-0.0979766315,-0.1328641,-0.1593056,-0.1420461,-0.277385647,-0.1389092817,-0.0002079407,-0.01879707,-0.1688246,-0.04300134,-0.0155620086,-0.0071125229,0.0411227116,-0.0633435849,-0.01371477,0.0274747124,-0.1983072538,0.0244338382,-0.0598065,-0.2378769173,-0.1831678,-0.04033486,0.0394332071,-0.1751412,0.0293351316,0.004163642,-0.2866346897,-0.0998592715,0.1164109,-0.0597877269,0.0190283591,-0.0095263407,0.1010739972,-0.1000524,-0.0210773319,0.0222709612,-0.0978536984,-0.06886694,0.03707142,-0.0126159255,0.0210138888,-0.0320899487,-0.01059404,MEK inhibitor
0.0353823634,-0.0905408896,-0.02269545,-0.2121506364,-0.03056468,0.0079046183,-0.0651459356,4.441241e-05,0.1361362837,0.01718247,-0.115069821,-0.0777507323,-0.0557360543,0.03021196,0.007625676,0.1184351,0.0367955257,-0.0075517201,0.0399859668,-0.4630021311,0.0165285427,0.04093177,0.086080372,-0.007461854,-0.04041125,-0.03093469,-0.1312162,-0.008264135,0.015230414,-0.0038234312,-0.0394441751,-0.3989326777,0.006809084,-0.3055590954,-0.0221493066,0.0917818801,-0.1957207653,-0.3373835,0.147480697,-0.1997250196,-0.381528471,0.0644260581,-0.3618172,-0.2473795,0.1161778,-0.123332937,0.1023779686,-0.0196091765,0.01142521,-0.3058975,-0.1652429,-0.0019949882,-0.1924514037,0.0536243852,0.0287977938,-0.0261934,0.0356918858,-0.2995658383,0.0756276763,0.005327716,-0.7283972435,-0.5301387,-0.1898421,0.1486773586,-0.2197174,-0.0457885419,-0.2382639,-0.1290533387,-0.0922002769,0.01192879,0.0472013084,-0.1372761528,0.0359125265,0.0346167919,-0.02602883,0.0679769452,0.0202070591,-0.233498962,0.2315253,0.116592,0.0333595864,-0.1587633866,-0.050629536,-0.02938993,Microtubule disruptor
0.0460865749,0.0015719527,-0.002756696,-0.1561803382,-0.03785903,-0.0085916111,-0.0257962616,0.006819616,0.2154637916,0.02837559,-0.0593864472,-0.0220437401,-0.0304442288,0.02304265,-0.01083095,0.1382422,0.0355168234,-0.0193721441,0.0306448226,-0.4623212928,0.0208214292,0.05103319,0.049975739,0.008206997,0.002585564,-0.01447426,-0.08299638,-0.004391762,0.045892601,0.0229700768,0.0238911701,-0.1949026802,0.08885422,-0.2495330724,0.0515487826,0.1411933774,-0.1281394886,-0.2330993,0.068233686,-0.1543575215,-0.1253144393,0.0455435756,-0.2750593,-0.2035857,0.07961351,-0.083099827,0.0894591479,-0.0118700895,0.003894196,-0.2850479,-0.1562894,0.017410189,-0.085234811,0.0707673516,0.0104465154,-0.00739844,0.0274148474,-0.2595016323,0.0848460586,0.018571,-0.6022359336,-0.5497929,-0.1567564,0.1782258308,-0.05755562,-0.0468104139,-0.3189247,-0.0734036918,-0.069469083,0.02822779,0.0369794433,-0.0183906987,0.026557518,0.0906436317,-0.06155756,0.0907310423,0.0249377542,-0.0584511443,0.2287957,0.1295708,0.0919982974,-0.231865428,0.015924213,-0.03351544,Microtubule disruptor
0.016998517,-0.0063266937,-0.02247228,-0.261572656,-0.04654029,-0.0369452571,-0.0701377472,0.00325813,0.1577788201,0.03886025,-0.1519110615,-0.0511472087,-0.0398752104,0.03040991,-0.04095133,0.04449041,0.0375979996,-0.0680828408,0.0460582066,-0.47781054,0.0029778384,0.01769208,0.095827868,-0.008008867,-0.02218699,-0.01999476,-0.1543501,0.001738261,0.0581483899,0.0150346819,-0.0433003714,-0.3235444008,-0.05246254,-0.2730352126,-0.0230464231,0.0796935557,-0.3768735949,-0.3515922,0.096852428,-0.2724868389,-0.3587637552,0.0175577681,-0.2733365,-0.2930282,0.08393743,-0.121334609,0.136281408,-0.0253143791,-0.004789525,-0.2954617,-0.2248031,0.0109928778,-0.189387141,0.059543653,-0.0151296869,-0.02807129,0.026971539,-0.4161978461,0.0406103583,0.005311625,-0.7881627968,-0.6285658,-0.1866676,0.098928917,-0.1743468,-0.061585152,-0.3258969,-0.1918814411,-0.1092542981,0.005366748,-0.005819742,-0.124486153,-0.03418284,0.0023566555,-0.001502756,0.004174228,-0.025825133,-0.1828333521,0.09110631,0.02559322,0.0015576332,-0.1233341496,-0.0390282209,-0.005476092,Microtubule disruptor
0.0107612663,-0.0383222961,-0.02171396,-0.2671020604,-0.049778,-0.0356029476,-0.1439284695,-0.002397229,0.1315584161,-0.0185696,-0.1596049812,-0.1127338807,-0.0649211945,0.01982442,0.008345552,-0.008280788,0.02433707,-0.0929996906,0.0176747642,-0.4882421185,0.0347380347,0.03027126947058823,0.072255197,-0.004475823,-0.03325485,0.01406338,-0.1914734,-0.01431594,0.0362808182,0.0224955157,-0.0569086912,-0.3685920634,-0.09996717,-0.3407106983,-0.0577568685,0.0634687765,-0.2552574864,-0.3459557,0.119764604,-0.2955674172,-0.367505589,0.0288580924,-0.3348742,-0.3272106,0.07418457,-0.139052113,0.0237522773,-0.0304907281,0.02183293,-0.3112921,-0.2484118,-0.0306484999,-0.1814421401,0.0253682924,0.0197431219,-0.0266132,0.0247518784,-0.4257814365,0.0207443328,0.002812821,-0.8171364098,-0.6794251,-0.2031003,0.0763223278,-0.1634649,-0.0226146183,-0.3274709,-0.217148767,-0.0924992335,-0.02879503,-0.0117004925,-0.1949735647,-0.0536576265,0.018869955,0.03360046,0.0406022814,-0.0408162118,-0.2953848972,0.189392,0.06880217,0.0281813958,-0.2209878943,-0.0638677284,-0.01464641,Microtubule disruptor
-0.0069085155,-0.1093066596,-0.03921294,-0.2646562516,-0.06606344,-0.0416101797,-0.0652417424,-0.004298016,0.111618887,-0.05469742,-0.1247169891,-0.0381657361,-0.125087724,0.001721732,-0.02938245,0.03464462,-0.0068533699,-0.0476187518,0.0482727822,-0.3640549999,0.0118285424,0.06270848,0.056269436,0.01811696,-0.05820633,-0.05161335,-0.136065,-0.01063568,-0.0002184759,-0.014805462,0.0062253709,-0.2936426787,-0.008541772,-0.2942072,-0.04315372,0.071818366,-0.2053155663,-0.2834321,0.081223916,-0.1605649387,-0.314878741,0.0582311095,-0.3062639,-0.1937985,0.0766056,-0.122761966,0.0064452912,-0.0024554517,0.007050539,-0.3456579,-0.1537879,0.038975643,-0.1742681611,0.047474146,-0.0459373731,-0.02920354,0.0556484907,-0.2477844909,0.0526535784,0.02707465,-0.8333738817,-0.5786021,-0.1706891,0.183607685,-0.07957689,-0.0449975862,-0.4324144,-0.0090389018,-0.0885901723,-0.0135345,0.0640152182,-0.1311427274,0.0074245784,0.0470346885,-0.03711732,0.0954742458,0.0278287698,-0.2003561858,0.2604514,0.1148656,0.0583627926,-0.1282460271,0.0047770676,-0.02281604,Microtubule disruptor
0.0326663212,-0.0657634461,-0.01712659,-0.2088865259,-0.03735659,-0.0017891503,-0.0378217832,0.002287053,0.1913337088,0.02466103,-0.0703508907,-0.0475364383,-0.0369949467,0.02728449,-0.006308322,0.1192903,0.0355989805,-0.013722262,0.0569583975,-0.4422454367,0.0184296413,0.06192469,0.06432914,-0.0009831399,-0.0357438,-0.01743867,-0.105146,-0.01667666,0.0369673146,0.0076529988,-0.0456605141,-0.3519765746,0.01298984,-0.3261876343,-0.0006261553,0.1089710566,-0.1972100082,-0.3191379,0.124942065,-0.220831514,-0.3458067594,0.025155444,-0.3950679,-0.2743871,0.05430184,-0.15716945,0.0635085152,-0.0302703135,0.007170835,-0.3186851,-0.2128541,-0.0238552006,-0.1623515149,0.0600505194,-0.0190613194,-0.03142188,0.019212417,-0.289682447,0.050752321,0.01438718,-0.7382661913,-0.6269096,-0.1983645,0.0951647667,-0.1392939,-0.0655625592,-0.2596304,-0.1058492723,-0.1255531636,-0.007419445,0.0542975382,-0.1215700794,0.031323657,0.0270783883,-0.01167103,0.0755435701,0.0197366414,-0.1964740326,0.2158695,0.1297762,0.0391644977,-0.1481731609,-0.0505043607,-0.03158469,Microtubule disruptor
